,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_leaf,param_n_estimators,params,split0_test_max_error,split1_test_max_error,split2_test_max_error,split3_test_max_error,split4_test_max_error,mean_test_max_error,std_test_max_error,rank_test_max_error,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
10,3.1397942543029784,0.13541738110050403,0.07691826820373535,0.0026756032454599895,10,500,"{'min_samples_leaf': 10, 'n_estimators': 500}",-437.47031612086533,-294.4797681307166,-144.83716141345147,-136.11309786895296,-106.07067435499589,-223.79420357779645,125.24771474643552,11,-80.2409128013772,-42.441428653263856,-38.91714203219727,-17.656197085118155,-13.556523738564199,-38.56244086210414,23.726079753928662,8
11,4.490977001190186,0.13045734924812388,0.10673007965087891,0.003981932909721776,10,700,"{'min_samples_leaf': 10, 'n_estimators': 700}",-437.6214793350223,-294.5838644619792,-143.51115026898879,-136.35454773173393,-105.90444200248906,-223.59509676004262,125.47680237842806,9,-80.24012682026695,-42.65479725939706,-39.08258296273736,-17.710109083570085,-13.539305275542594,-38.645384280302814,23.727579280857743,12
12,1.657029390335083,0.0576032933733114,0.044046640396118164,0.0018228365771252452,15,300,"{'min_samples_leaf': 15, 'n_estimators': 300}",-438.49471456671296,-295.46528873961995,-140.7044226323733,-137.50548252017853,-105.49204929132365,-223.53239155004167,126.15685944697897,8,-79.95597624662717,-42.54350631310061,-39.727786247614134,-17.51569244868227,-13.733201724967504,-38.69523259619834,23.622024681665973,14
13,2.2761069774627685,0.08963900783043888,0.06159567832946777,0.004531664223954547,15,400,"{'min_samples_leaf': 15, 'n_estimators': 400}",-438.32187463042726,-295.0803561816431,-134.87033913671763,-137.0596733050682,-105.62425277538722,-222.19129920584868,126.87431605301887,7,-79.99121625951702,-42.343705549073846,-39.205589121352055,-17.463737125505915,-13.684840853673052,-38.53781778182438,23.6436134434202,7
14,2.7579546928405763,0.05577256117681843,0.07651948928833008,0.006660112024498576,15,500,"{'min_samples_leaf': 15, 'n_estimators': 500}",-438.0402359567216,-294.35082647588274,-133.80211260047685,-137.30152017918473,-105.6317130912537,-221.82528166070392,126.80863616904102,5,-79.98243527362408,-42.22671712232564,-39.148904521339716,-17.47518895549101,-13.654181718870618,-38.49748551833021,23.640893670591986,4
15,4.076547908782959,0.1521168249378695,0.11320948600769043,0.011850597255247324,15,700,"{'min_samples_leaf': 15, 'n_estimators': 700}",-438.3833905268755,-294.46638876825824,-134.0583527301855,-137.2970731125078,-105.50141105573583,-221.94132323871258,126.92783174390715,6,-79.96249682449184,-42.34799536112807,-39.1004348609134,-17.508766378792576,-13.650975087103912,-38.514133702485964,23.632228682443678,5
16,1.726362371444702,0.02417029215642388,0.05048666000366211,0.00359493736257094,20,300,"{'min_samples_leaf': 20, 'n_estimators': 300}",-438.6713543327411,-294.9528614884279,-129.40694429960882,-137.49520176201838,-104.85819519904241,-221.0769114163677,127.82884857986573,4,-79.83788649268678,-42.3016816743887,-39.479839850113386,-17.41126897305477,-13.619895398073183,-38.53011447766337,23.61348502990758,6
17,2.1387311458587646,0.08425895402759469,0.06470961570739746,0.009423022857274366,20,400,"{'min_samples_leaf': 20, 'n_estimators': 400}",-438.3130428924556,-294.42014935811585,-125.16782546346437,-137.148882460958,-105.10939386685138,-220.03185880836904,128.2624174378196,2,-79.81343207095196,-42.10390486391147,-38.911736568101354,-17.407990736735368,-13.605954041041432,-38.368603656148316,23.598548178747325,3
18,2.7487504482269287,0.1821191783183594,0.07188353538513184,0.013834188204901093,20,500,"{'min_samples_leaf': 20, 'n_estimators': 500}",-438.1670945757821,-293.829143335667,-125.5998980106196,-137.157357427551,-105.13058429228249,-219.97681552838043,128.0756699945329,1,-79.8071627159622,-41.971949736057475,-38.74666899223376,-17.404833546076123,-13.593000586024303,-38.30472311527078,23.594791689787858,1
19,3.249335289001465,0.37506098789707487,0.0662832260131836,0.014006704061303152,20,700,"{'min_samples_leaf': 20, 'n_estimators': 700}",-438.5267485487947,-294.0147469268256,-126.72076259061885,-137.38305355538384,-105.0784553814956,-220.34475340062372,128.03520274395254,3,-79.76614477564726,-42.02354440475612,-38.75308075359267,-17.464140251885755,-13.595198809682119,-38.32042179911279,23.571038991547358,2
