,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_max_error,split1_test_max_error,split2_test_max_error,split3_test_max_error,split4_test_max_error,mean_test_max_error,std_test_max_error,rank_test_max_error,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
56,1.6884450912475586,0.03668172183296647,0.031160831451416016,0.0009667407999467495,4,2,200,"{'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-443.0164880952381,-289.27982985070486,-124.23946620046627,-134.8102220859206,-87.16439074814076,-215.70207939609412,133.05364734483842,4,-80.6031671353351,-42.86245157798452,-40.59051993401229,-17.59377193503395,-12.905010696415715,-38.91098425575632,24.030843719076092,10
57,2.5434598445892336,0.02233465843408903,0.04602031707763672,0.0008193822905798562,4,2,300,"{'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",-443.2047558165519,-291.12333702408705,-122.16868718318727,-134.22015694626722,-88.8640400987901,-215.91619541377673,133.35763345986007,7,-80.51878144530473,-42.42464152446862,-40.72330259544089,-17.615418378128894,-13.055825392593853,-38.86759386718739,23.953371472056126,4
58,3.359508180618286,0.027363405564240315,0.06067957878112793,0.0007178254632215787,4,2,400,"{'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 400}",-442.65701121667075,-292.7643903804529,-123.73353208943846,-134.5963670783873,-88.78469274883614,-216.50719870275708,133.1076805177459,19,-80.5257066086686,-42.317491606001475,-40.9090478956032,-17.665559890547343,-13.079878414952404,-38.89953688315461,23.941575125087578,7
59,4.248145246505738,0.062158818939102536,0.07622261047363281,0.0017594523232200053,4,2,500,"{'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",-442.21495281283046,-292.2367558830059,-124.4995392690644,-134.9830089263935,-89.8862852902,-216.76410843629884,132.53156960487806,28,-80.50896332135704,-42.191338892172965,-40.86472955660799,-17.687540121448066,-13.084290547394582,-38.867372487796125,23.926608152763855,1
60,0.41898431777954104,0.0030938203809303087,0.008568620681762696,0.00016544480737707733,4,3,50,"{'min_samples_leaf': 4, 'min_samples_split': 3, 'n_estimators': 50}",-441.329943001443,-287.36670584970585,-119.64037734487732,-135.661664002664,-89.8489859029859,-214.76953522033523,132.29718301291643,1,-80.29233331211503,-43.092938397202,-41.45283431361681,-17.76341271514532,-12.724389014181,-39.06518155045203,23.954976352586527,13
61,0.8370887756347656,0.007401791678041673,0.015979814529418945,0.0001885735364299191,4,3,100,"{'min_samples_leaf': 4, 'min_samples_split': 3, 'n_estimators': 100}",-443.64002669552667,-288.7468121600622,-122.13195129870132,-137.2987105117105,-89.62843084693085,-216.2891863025863,132.73020704731934,13,-80.55175736090489,-42.93747378661453,-41.18359614743214,-17.71881805031669,-13.068872272439627,-39.092103523541574,23.967019033823142,16
62,1.691194772720337,0.01769531542029224,0.031306219100952146,0.0006711345606832293,4,3,200,"{'min_samples_leaf': 4, 'min_samples_split': 3, 'n_estimators': 200}",-443.0164880952381,-289.27982985070486,-124.23946620046627,-134.8102220859206,-87.16439074814076,-215.70207939609412,133.05364734483842,4,-80.6031671353351,-42.86245157798452,-40.59051993401229,-17.59377193503395,-12.905010696415715,-38.91098425575632,24.030843719076092,10
63,2.5206171035766602,0.026827740180383457,0.04600815773010254,0.0011231937612841791,4,3,300,"{'min_samples_leaf': 4, 'min_samples_split': 3, 'n_estimators': 300}",-443.2047558165519,-291.12333702408705,-122.16868718318727,-134.22015694626722,-88.8640400987901,-215.91619541377673,133.35763345986007,7,-80.51878144530473,-42.42464152446862,-40.72330259544089,-17.615418378128894,-13.055825392593853,-38.86759386718739,23.953371472056126,4
64,3.3948012351989747,0.04451102680416711,0.06113677024841309,0.0012302348816940621,4,3,400,"{'min_samples_leaf': 4, 'min_samples_split': 3, 'n_estimators': 400}",-442.65701121667075,-292.7643903804529,-123.73353208943846,-134.5963670783873,-88.78469274883614,-216.50719870275708,133.1076805177459,19,-80.5257066086686,-42.317491606001475,-40.9090478956032,-17.665559890547343,-13.079878414952404,-38.89953688315461,23.941575125087578,7
65,4.228718709945679,0.032572240698987856,0.07581300735473633,0.0017613839333719913,4,3,500,"{'min_samples_leaf': 4, 'min_samples_split': 3, 'n_estimators': 500}",-442.21495281283046,-292.2367558830059,-124.4995392690644,-134.9830089263935,-89.8862852902,-216.76410843629884,132.53156960487806,28,-80.50896332135704,-42.191338892172965,-40.86472955660799,-17.687540121448066,-13.084290547394582,-38.867372487796125,23.926608152763855,1
66,0.42267460823059083,0.006316090983693762,0.00867009162902832,9.508293154331728e-05,4,4,50,"{'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 50}",-441.329943001443,-287.36670584970585,-119.64037734487732,-135.661664002664,-89.8489859029859,-214.76953522033523,132.29718301291643,1,-80.29233331211503,-43.092938397202,-41.45283431361681,-17.76341271514532,-12.724389014181,-39.06518155045203,23.954976352586527,13
67,0.8398951053619385,0.009125032546569373,0.016435861587524414,0.0002724277977322067,4,4,100,"{'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 100}",-443.64002669552667,-288.7468121600622,-122.13195129870132,-137.2987105117105,-89.62843084693085,-216.2891863025863,132.73020704731934,13,-80.55175736090489,-42.93747378661453,-41.18359614743214,-17.71881805031669,-13.068872272439627,-39.092103523541574,23.967019033823142,16
68,1.7006357192993165,0.028526088726635663,0.03182883262634277,0.0012020715154597691,4,4,200,"{'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 200}",-443.0164880952381,-289.27982985070486,-124.23946620046627,-134.8102220859206,-87.16439074814076,-215.70207939609412,133.05364734483842,4,-80.6031671353351,-42.86245157798452,-40.59051993401229,-17.59377193503395,-12.905010696415715,-38.91098425575632,24.030843719076092,10
69,2.532680702209473,0.019178829271323274,0.046564769744873044,0.0009330820057423706,4,4,300,"{'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 300}",-443.2047558165519,-291.12333702408705,-122.16868718318727,-134.22015694626722,-88.8640400987901,-215.91619541377673,133.35763345986007,7,-80.51878144530473,-42.42464152446862,-40.72330259544089,-17.615418378128894,-13.055825392593853,-38.86759386718739,23.953371472056126,4
70,3.345730352401733,0.10528580175483927,0.060189104080200194,0.0023181199565238475,4,4,400,"{'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 400}",-442.65701121667075,-292.7643903804529,-123.73353208943846,-134.5963670783873,-88.78469274883614,-216.50719870275708,133.1076805177459,19,-80.5257066086686,-42.317491606001475,-40.9090478956032,-17.665559890547343,-13.079878414952404,-38.89953688315461,23.941575125087578,7
71,3.49518027305603,0.3305212845903373,0.04468445777893067,0.00039894726673234246,4,4,500,"{'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 500}",-442.21495281283046,-292.2367558830059,-124.4995392690644,-134.9830089263935,-89.8862852902,-216.76410843629884,132.53156960487806,28,-80.50896332135704,-42.191338892172965,-40.86472955660799,-17.687540121448066,-13.084290547394582,-38.867372487796125,23.926608152763855,1
