5.000000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
5.100000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
5.200000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
5.300000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
5.400000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
5.500000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
5.600000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
5.700000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
5.800000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
5.900000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
6.000000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
6.100000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
6.200000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
6.300000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
6.400000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
6.500000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
6.600000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
6.700000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
6.800000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
6.900000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
7.000000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
7.100000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
7.200000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
7.300000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
7.400000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
7.500000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
7.600000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
7.700000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
7.800000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
7.900000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
8.000000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
8.100000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
8.200000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
8.300000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
8.400000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
8.500000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
8.600000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
8.700000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
8.800000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
8.900000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
9.000000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
9.100000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
9.200000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
9.300000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
9.400000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
9.500000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
9.600000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
9.700000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
9.800000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
9.900000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
