2.000000000000000000e+01,1.360155281071737754e+01,1.251524999999999750e+02,7.582124149912110589e+00
2.100000000000000000e+01,1.360768659975368067e+01,1.270224999999999795e+02,7.508436080752944441e+00
2.200000000000000000e+01,1.360082930309851612e+01,1.299125000000000227e+02,7.557232925758713193e+00
2.300000000000000000e+01,1.357672787394385061e+01,1.246825000000000045e+02,7.496849833002805497e+00
2.400000000000000000e+01,1.356820507807771214e+01,1.254125000000000227e+02,7.486562317428009372e+00
2.500000000000000000e+01,1.356773216707314766e+01,1.246625000000000227e+02,7.513576649922116601e+00
2.600000000000000000e+01,1.355966058711082489e+01,1.247225000000000250e+02,7.501256156541870723e+00
2.700000000000000000e+01,1.354406080142758384e+01,1.247024999999999864e+02,7.494257557918272639e+00
2.800000000000000000e+01,1.355802809510953288e+01,1.247024999999999864e+02,7.501254352790065916e+00
2.900000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
3.000000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
3.100000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
3.200000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
3.300000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
3.400000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
3.500000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
3.600000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
3.700000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
3.800000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
3.900000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
4.000000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
4.100000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
4.200000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
4.300000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
4.400000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
4.500000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
4.600000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
4.700000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
4.800000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
4.900000000000000000e+01,1.354239654808782412e+01,1.247024999999999864e+02,7.491197118357831641e+00
